request_id,location_id,request_type,priority,status,timestamp
REQ_0207,LOC_002,shuttle_ride,low,resolved,2026-07-30 10:43:20
REQ_0208,LOC_046,cleaning_request,low,resolved,2026-07-31 13:18:19
REQ_0209,LOC_013,maintenance_ticket,medium,in_progress,2026-07-19 12:23:14
REQ_0210,LOC_006,shuttle_ride,low,resolved,2026-07-03 10:31:23
REQ_0211,LOC_039,lab_equipment_request,high,resolved,2026-07-05 15:56:04
REQ_0212,LOC_003,shuttle_ride,low,cancelled,2026-07-16 12:49:52
REQ_0213,LOC_054,maintenance_ticket,medium,resolved,2026-07-19 09:43:22
REQ_0214,LOC_001,shuttle_ride,low,resolved,2026-07-27 08:11:08
REQ_0215,LOC_006,shuttle_ride,low,resolved,2026-07-13 08:10:59
REQ_0216,LOC_017,cleaning_request,low,in_progress,2026-07-31 12:33:18
REQ_0217,LOC_009,shuttle_ride,low,resolved,2026-07-12 16:40:39
REQ_0218,LOC_040,maintenance_ticket,medium,resolved,2026-07-21 11:37:09
REQ_0219,LOC_042,maintenance_ticket,medium,in_progress,2026-07-30 16:52:01
REQ_0220,LOC_001,shuttle_ride,low,resolved,2026-07-27 07:13:36
REQ_0221,LOC_044,cleaning_request,low,resolved,2026-07-18 10:19:15
REQ_0222,LOC_029,maintenance_ticket,medium,resolved,2026-07-05 10:29:44
REQ_0223,LOC_006,shuttle_ride,low,cancelled,2026-07-25 11:55:20
REQ_0224,LOC_002,shuttle_ride,low,in_progress,2026-07-27 15:08:23
REQ_0225,LOC_025,maintenance_ticket,high,resolved,2026-07-07 09:15:06
REQ_0226,LOC_037,cleaning_request,low,resolved,2026-07-31 13:55:10
REQ_0227,LOC_032,cleaning_request,low,pending,2026-07-17 14:32:31
REQ_0228,LOC_014,cleaning_request,low,resolved,2026-07-19 15:25:29
REQ_0229,LOC_008,shuttle_ride,low,in_progress,2026-07-31 16:38:53
REQ_0230,LOC_005,shuttle_ride,low,resolved,2026-07-30 14:00:06
REQ_0231,LOC_006,shuttle_ride,low,resolved,2026-07-04 13:25:36
REQ_0232,LOC_009,shuttle_ride,low,in_progress,2026-07-15 08:04:32
REQ_0233,LOC_051,security_escort,high,cancelled,2026-07-07 20:07:06
REQ_0234,LOC_039,maintenance_ticket,medium,resolved,2026-07-14 12:35:48
REQ_0235,LOC_003,shuttle_ride,low,resolved,2026-07-28 15:21:30
REQ_0236,LOC_021,cleaning_request,low,in_progress,2026-07-07 13:32:20
REQ_0237,LOC_008,shuttle_ride,low,resolved,2026-07-21 21:19:21
REQ_0238,LOC_022,maintenance_ticket,medium,cancelled,2026-07-18 12:19:52
REQ_0239,LOC_005,shuttle_ride,low,cancelled,2026-07-30 05:46:44
REQ_0240,LOC_001,shuttle_ride,low,resolved,2026-07-27 08:50:37
REQ_0241,LOC_004,shuttle_ride,low,pending,2026-07-27 16:39:53
REQ_0242,LOC_021,maintenance_ticket,medium,resolved,2026-07-06 19:44:12
REQ_0243,LOC_048,cleaning_request,low,resolved,2026-08-01 14:39:30
REQ_0244,LOC_027,lab_equipment_request,high,resolved,2026-07-07 18:45:33
REQ_0245,LOC_005,shuttle_ride,low,resolved,2026-07-20 11:58:21
REQ_0246,LOC_004,shuttle_ride,low,resolved,2026-07-10 15:12:17
REQ_0247,LOC_028,lab_equipment_request,high,in_progress,2026-07-09 21:45:44
REQ_0248,LOC_007,shuttle_ride,low,resolved,2026-07-24 12:36:34
REQ_0249,LOC_029,maintenance_ticket,medium,resolved,2026-07-04 21:18:18
REQ_0250,LOC_009,shuttle_ride,low,resolved,2026-07-09 10:13:52
REQ_0251,LOC_034,maintenance_ticket,low,in_progress,2026-07-10 17:37:15
REQ_0252,LOC_002,shuttle_ride,low,resolved,2026-07-16 18:06:21
REQ_0253,LOC_031,cleaning_request,low,resolved,2026-07-08 21:59:26
REQ_0254,LOC_042,security_escort,high,pending,2026-07-27 22:12:18
REQ_0255,LOC_001,shuttle_ride,low,resolved,2026-07-20 13:14:47
REQ_0256,LOC_003,cleaning_request,low,cancelled,2026-07-16 05:11:56
REQ_0257,LOC_003,cleaning_request,low,pending,2026-07-26 08:59:55
REQ_0258,LOC_022,cleaning_request,low,in_progress,2026-07-22 16:36:06
REQ_0259,LOC_030,cleaning_request,low,in_progress,2026-07-31 19:31:08
REQ_0260,LOC_030,maintenance_ticket,medium,resolved,2026-07-06 12:51:21
REQ_0261,LOC_003,shuttle_ride,low,resolved,2026-07-21 17:18:43
REQ_0262,LOC_033,cleaning_request,low,in_progress,2026-07-31 13:40:25
REQ_0263,LOC_001,cleaning_request,low,in_progress,2026-07-18 11:08:20
REQ_0264,LOC_027,lab_equipment_request,high,resolved,2026-07-17 14:15:48
REQ_0265,LOC_008,maintenance_ticket,medium,in_progress,2026-07-25 09:23:15
REQ_0266,LOC_046,cleaning_request,low,resolved,2026-07-19 11:43:59
REQ_0267,LOC_015,lab_equipment_request,high,in_progress,2026-07-14 10:18:39
REQ_0268,LOC_009,shuttle_ride,low,resolved,2026-07-22 06:47:23
REQ_0269,LOC_049,lab_equipment_request,medium,resolved,2026-07-09 13:52:48
REQ_0270,LOC_037,security_escort,high,pending,2026-07-25 04:33:23
REQ_0271,LOC_021,maintenance_ticket,high,resolved,2026-07-21 18:12:34
REQ_0272,LOC_033,maintenance_ticket,medium,pending,2026-07-09 03:43:45
REQ_0273,LOC_005,shuttle_ride,low,resolved,2026-07-04 16:36:35
REQ_0274,LOC_014,maintenance_ticket,medium,pending,2026-07-11 16:25:52
REQ_0275,LOC_031,maintenance_ticket,low,resolved,2026-08-01 11:03:57
REQ_0276,LOC_007,shuttle_ride,low,in_progress,2026-07-07 14:49:49
REQ_0277,LOC_009,shuttle_ride,low,pending,2026-08-01 17:58:24
REQ_0278,LOC_035,maintenance_ticket,medium,pending,2026-07-14 09:55:07
REQ_0279,LOC_007,shuttle_ride,low,resolved,2026-07-03 22:48:19
REQ_0280,LOC_003,shuttle_ride,low,in_progress,2026-07-10 11:52:15
REQ_0281,LOC_001,shuttle_ride,low,in_progress,2026-07-04 20:07:51
REQ_0282,LOC_039,maintenance_ticket,medium,resolved,2026-07-06 09:04:38
REQ_0283,LOC_052,lab_equipment_request,medium,pending,2026-07-10 13:28:34
REQ_0284,LOC_037,cleaning_request,low,in_progress,2026-07-10 14:18:52
REQ_0285,LOC_043,cleaning_request,low,resolved,2026-07-10 06:20:19
REQ_0286,LOC_038,maintenance_ticket,high,resolved,2026-07-12 08:26:17
REQ_0287,LOC_043,cleaning_request,low,in_progress,2026-07-04 09:31:22
REQ_0288,LOC_003,shuttle_ride,low,in_progress,2026-07-13 09:33:44
REQ_0289,LOC_039,lab_equipment_request,medium,resolved,2026-07-30 15:15:14
REQ_0290,LOC_007,shuttle_ride,low,resolved,2026-07-04 18:58:35
REQ_0291,LOC_029,maintenance_ticket,high,pending,2026-07-13 15:13:41
REQ_0292,LOC_025,maintenance_ticket,medium,resolved,2026-07-29 15:46:12
REQ_0293,LOC_004,shuttle_ride,low,resolved,2026-07-21 15:48:46
REQ_0294,LOC_011,lab_equipment_request,medium,resolved,2026-08-01 10:55:21
REQ_0295,LOC_036,lab_equipment_request,medium,in_progress,2026-07-18 15:48:58
REQ_0296,LOC_007,shuttle_ride,low,resolved,2026-07-20 12:15:20
REQ_0297,LOC_002,shuttle_ride,low,resolved,2026-07-19 10:23:56
REQ_0298,LOC_014,cleaning_request,low,in_progress,2026-07-18 09:46:48
REQ_0299,LOC_036,maintenance_ticket,high,resolved,2026-07-26 07:14:09
REQ_0300,LOC_015,maintenance_ticket,medium,resolved,2026-07-12 16:26:09
REQ_0301,LOC_008,shuttle_ride,low,resolved,2026-07-13 05:43:16
REQ_0302,LOC_047,maintenance_ticket,medium,in_progress,2026-07-28 13:46:22
REQ_0303,LOC_053,maintenance_ticket,medium,resolved,2026-07-19 23:03:02
REQ_0304,LOC_010,maintenance_ticket,low,resolved,2026-07-07 03:26:53
REQ_0305,LOC_043,cleaning_request,low,resolved,2026-08-01 08:42:39
REQ_0306,LOC_001,shuttle_ride,low,resolved,2026-07-20 17:00:35
REQ_0307,LOC_007,shuttle_ride,low,resolved,2026-07-19 10:01:52
REQ_0308,LOC_004,shuttle_ride,low,in_progress,2026-07-08 23:58:06
REQ_0309,LOC_026,security_escort,high,resolved,2026-07-28 03:17:25
REQ_0310,LOC_051,lab_equipment_request,medium,resolved,2026-07-25 11:15:14
REQ_0311,LOC_008,shuttle_ride,low,pending,2026-07-15 18:05:24
REQ_0312,LOC_055,maintenance_ticket,medium,resolved,2026-07-25 06:00:10
REQ_0313,LOC_052,lab_equipment_request,high,in_progress,2026-07-31 03:06:33
REQ_0314,LOC_035,cleaning_request,low,resolved,2026-07-05 09:59:43
REQ_0315,LOC_007,shuttle_ride,low,resolved,2026-07-03 23:20:13
REQ_0316,LOC_051,lab_equipment_request,high,resolved,2026-07-08 15:19:36
REQ_0317,LOC_047,cleaning_request,low,pending,2026-07-07 08:47:50
REQ_0318,LOC_015,maintenance_ticket,high,in_progress,2026-07-14 11:47:03
REQ_0319,LOC_018,maintenance_ticket,medium,resolved,2026-07-27 14:25:20
REQ_0320,LOC_007,shuttle_ride,low,pending,2026-07-14 00:14:35
REQ_0321,LOC_029,lab_equipment_request,medium,resolved,2026-07-05 06:45:05
REQ_0322,LOC_020,maintenance_ticket,medium,resolved,2026-07-14 06:20:06
REQ_0323,LOC_007,shuttle_ride,low,pending,2026-07-17 14:27:35
REQ_0324,LOC_039,maintenance_ticket,medium,resolved,2026-07-14 14:05:35
REQ_0325,LOC_016,cleaning_request,low,resolved,2026-07-05 18:49:46
REQ_0326,LOC_018,maintenance_ticket,medium,resolved,2026-07-24 13:10:24
REQ_0327,LOC_006,shuttle_ride,low,in_progress,2026-07-12 17:26:30
REQ_0328,LOC_004,shuttle_ride,low,resolved,2026-07-26 15:15:40
REQ_0329,LOC_006,shuttle_ride,low,resolved,2026-07-13 13:25:53
REQ_0330,LOC_039,cleaning_request,low,pending,2026-07-29 13:27:52
REQ_0331,LOC_026,maintenance_ticket,critical,in_progress,2026-07-18 07:12:20
REQ_0332,LOC_006,shuttle_ride,low,in_progress,2026-07-23 23:44:31
REQ_0333,LOC_035,maintenance_ticket,low,resolved,2026-08-01 15:07:36
REQ_0334,LOC_014,cleaning_request,low,resolved,2026-07-26 08:01:29
REQ_0335,LOC_008,shuttle_ride,low,pending,2026-07-30 11:52:50
REQ_0336,LOC_007,shuttle_ride,low,pending,2026-07-10 20:19:16
REQ_0337,LOC_045,cleaning_request,low,resolved,2026-07-20 18:25:32
REQ_0338,LOC_009,shuttle_ride,low,resolved,2026-07-28 12:02:23
REQ_0339,LOC_001,shuttle_ride,low,resolved,2026-07-24 15:15:42
REQ_0340,LOC_006,shuttle_ride,low,cancelled,2026-07-24 11:41:41
REQ_0341,LOC_009,shuttle_ride,low,resolved,2026-07-10 12:16:32
REQ_0342,LOC_008,shuttle_ride,low,resolved,2026-07-10 13:36:28
REQ_0343,LOC_027,maintenance_ticket,high,pending,2026-07-03 07:22:30
REQ_0344,LOC_027,lab_equipment_request,high,resolved,2026-07-26 09:53:09
REQ_0345,LOC_006,shuttle_ride,low,pending,2026-07-17 08:06:46
REQ_0346,LOC_055,maintenance_ticket,medium,pending,2026-07-28 12:02:45
